text,category
"견인 보관소 전화번호가 안내 표지판에서 다 지워져서 불법 주차 차량을 어디로 신고해야 할지 모르겠습니다.","교통"
"대로변에 캠핑카나 카라반을 장기 방치해 두는 얌체족들 때문에 주차 공간이 턱없이 부족합니다.","교통"
"회전교차로에 진입하는 차량이 양보를 안 하고 속도를 내서 도는 차량과 매번 사고가 날 뻔합니다.","교통"
"지하차도 입구 쪽에 아스팔트가 움푹 파여 있어서 야간 비 오는 날에는 정말 큰 대형 사고로 이어질 수 있습니다.","교통"
"보도블록이 울퉁불퉁하게 솟아올라 있어서 캐리어를 끌고 가거나 휠체어가 이동하기 너무 힘듭니다.","교통"
"이면도로 모퉁이에 세워둔 탑차 때문에 골목에서 빠져나오는 차들의 시야가 완전히 차단됩니다.","교통"
"아파트 진입로에 택배 트럭들이 상하차를 한다고 1차선을 다 막아버려서 퇴근길 교통 체증이 극심합니다.","교통"
"오토바이 배달원들이 신호를 위반하고 횡단보도로 마구잡이로 돌진해서 보행자 안전이 심각하게 우려됩니다.","교통"
"버스 정류장 비가림막이 태풍에 날아가고 뼈대만 남았는데 몇 달째 복구가 안 되고 있습니다.","교통"
"도로 공사를 하면서 안전 고깔만 세워두고 야간 조명이나 유도 요원이 없어서 진입하다 사고 날 뻔했습니다.","교통"
"상가 앞 도로에 물건을 내놓기 위해 불법으로 고정물을 설치해 놨는데 철거 및 과태료 부과 바랍니다.","교통"
"차선 합류 구간이 너무 짧아서 무리하게 끼어드는 차량들로 인해 매일 출근 시간마다 접촉 사고가 빈번합니다.","교통"
"눈이 온 뒤에 도로에 포트홀이 수십 개가 생겼는데 땜질식 처방 말고 전면 재포장 공사를 해주세요.","교통"
"오르막길 끝에 있는 교차로라 반대편에서 올라오는 차가 안 보이니 반사경 설치를 간곡히 요청합니다.","교통"
"주차장 출입구 앞에 떡하니 불법 주차를 해놔서 아파트 주민 수백 명이 차를 빼지 못하고 있습니다.","교통"
"스마트폰을 보며 길을 건너는 스몸비족을 위해 횡단보도 바닥에 LED 신호등을 설치해 주셨으면 합니다.","교통"
"육교 계단 미끄럼 방지 패드가 다 닳아서 비 오는 날에는 너무 미끄러워 엉덩방아를 찧었습니다.","교통"
"우회전 신호등이 설치되었으나 눈에 띄지 않아 직진 신호에 맞춰 우회전하는 차들이 여전히 많습니다.","교통"
"도로 가장자리에 빗물이 고여서 지나가는 차들이 인도로 물을 다 튀기고 지나가니 배수구 점검 부탁합니다.","교통"
"마을버스 배차 간격이 너무 안 지켜져서 아침마다 지각하는 학생들이 한둘이 아닙니다. 개선 조치 바랍니다.","교통"
"어린이집 앞인데 불법 주정차된 차들 사이로 아이들이 갑자기 튀어나올까 봐 운전할 때마다 등골이 오싹합니다.","교통"
"골목길 바닥에 쓰여 있는 소방차 전용 구역 도색이 다 벗겨져서 사람들이 일반 주차 자리인 줄 알고 차를 댑니다.","교통"
"신호 없는 횡단보도에서 보행자가 건너려고 기다리는데도 양보하고 멈추는 차가 단 한 대도 없습니다.","교통"
"유료 주차장 입구를 막고 불법 주차한 차량 때문에 주차장 이용객들이 차를 넣지도 빼지도 못합니다. 당장 견인해 주세요.","교통"
"공사 현장에서 나오는 덤프트럭들이 흙먼지를 날리며 과속으로 질주해서 동네 주민들이 너무 불안해합니다.","교통"
"보도블록 교체 공사를 하고 남은 폐자재를 며칠째 인도에 방치해 둬서 통행 방해는 물론 미관상으로도 흉물스럽습니다.","교통"
"원룸 건물 앞에 일반 쓰레기와 음식물 쓰레기를 섞어서 버려놓아 쥐와 길고양이가 파헤치고 난장판을 만들었습니다.","환경"
"상가 화장실에서 나는 하수구 악취가 환풍기를 타고 저희 집 거실로 곧장 들어와 숨을 쉬기 힘듭니다.","환경"
"재활용 수거함이 꽉 차서 주변에 플라스틱과 캔들이 산더미처럼 쌓여 쓰레기장이 되었습니다. 수거 횟수를 늘려주세요.","환경"
"주말마다 공원 잔디밭에서 고기를 구워 먹고 쓰레기를 그대로 버리고 가는 몰상식한 사람들 단속이 필요합니다.","환경"
"길거리에 뿌려진 대출 일수 명함이 비에 젖어 바닥에 들러붙으면서 동네가 너무 지저분해 보입니다.","환경"
"밤 10시가 넘었는데도 인근 헬스장에서 틀어놓은 음악 소리가 쿵쿵 울려 퍼져서 수면에 방해를 받습니다.","환경"
"근처 아파트 신축 공사장에서 아침 7시부터 레미콘 차량이 오가며 내는 소음 때문에 창문을 열 수가 없어요.","환경"
"주택가 인근 공장에서 밤마다 정체 모를 매연을 몰래 배출하는 것 같은데 대기 질 조사를 요청합니다.","환경"
"하천 산책로 수질이 너무 탁하고 물고기들이 떼죽음을 당해 떠올라 있습니다. 폐수 무단 방류가 의심됩니다.","환경"
"식당에서 도로 하수구에 기름 낀 설거지물을 그대로 버려서 배수구가 꽉 막히고 썩은 냄새가 진동합니다.","환경"
"이사 폐기물 스티커를 발부받아 붙여놨는데 2주가 지나도록 수거를 안 해가서 민원 넣습니다. 언제 치워주시나요?","환경"
"아파트 단지 내 헌옷수거함 주변에 누군가 이불과 쓰레기 봉투를 무단 투기해 놔서 악취가 심합니다.","환경"
"상업지구 네온사인 불빛이 너무 밝아서 암막 커튼을 쳐도 빛 공해 때문에 밤잠을 설칩니다. 조도 규제 없나요?","환경"
"새벽에 동네를 도는 쓰레기 수거 차량이 빈 병을 수거할 때 쨍그랑거리는 소리가 너무 커서 온 동네가 다 깹니다.","환경"
"가로수 은행열매가 인도에 떨어져 터지면서 악취가 심하고 신발이 엉망이 됩니다. 빠른 수거 부탁드려요.","환경"
"길고양이 급식소 주변에 파리 떼가 들끓고 남은 사료가 부패해서 냄새가 심한데 청결하게 관리되도록 조치 바랍니다.","환경"
"도로 한가운데 중앙분리대 화단에 사람들이 담배꽁초와 테이크아웃 컵을 잔뜩 버려서 쓰레기통이 따로 없습니다.","환경"
"아파트 외벽 도색 공사를 하는데 흩날리는 페인트 냄새와 분진 때문에 두통이 오고 빨래를 널 수가 없네요.","환경"
"골목길에 낡고 고장 난 자전거들이 흉물스럽게 몇 달째 방치되어 있는데 구청에서 수거해 갈 수 있습니까?","환경"
"상가 앞 스피커에서 나오는 호객용 음악 소리가 환경부 소음 기준치를 명백히 초과하는 것 같으니 측정해 주세요.","환경"
"태풍이 지나간 뒤 공원 나뭇가지들이 다 꺾여서 바닥에 널브러져 있는데 언제쯤 청소 작업이 이루어지나요?","환경"
"동네 공터가 주변 상가 상인들의 불법 폐기물 소각장으로 변해서 밤마다 플라스틱 타는 매캐한 냄새가 납니다.","환경"
"인도에 설치된 불법 에어간판 바람 빠지는 소리와 모터 소음 때문에 주변 거주자들이 극심한 스트레스를 받습니다.","환경"
"비만 오면 골목길 맨홀에서 흙탕물이 역류하면서 오물 찌꺼기가 인도까지 넘쳐흐릅니다. 하수관거 정비가 시급합니다.","환경"
"유흥가 골목 바닥에 토사물과 전단지가 엉겨 붙어 악취를 유발하는데 물청소 차를 좀 보내주시면 안 될까요?","환경"
"옆집에서 키우는 개가 밤낮을 가리지 않고 짖어대서 노이로제에 걸릴 지경인데 동물 소음도 환경 민원으로 처리가 됩니까?","환경"
"불법 현수막을 떼어간 자리에 철사 끈을 제대로 제거하지 않아서 지나가다 얼굴이나 눈을 찔릴 뻔했습니다.","환경"
"전봇대 주변을 주민들이 쓰레기장처럼 써서 종량제 봉투 안 쓴 쓰레기들이 산을 이루고 있습니다. CCTV 설치 바랍니다.","환경"
"가을철 낙엽이 배수구를 다 덮어버려서 다가오는 가을비에 침수될까 봐 무섭습니다. 미리 낙엽 청소 좀 해주세요.","환경"
"가게 오픈한다고 인도에 화환을 수십 개 세워둬서 보행자들이 차도로 밀려나 걷고 있는 아찔한 상황입니다.","환경"
"아파트 분양 홍보관에서 틀어대는 대형 앰프 방송 소리에 주말 내내 집에서 쉴 수가 없을 정도입니다.","환경"
"동네 약수터 수질 검사 결과표가 찢어져서 안 보이는데, 마셔도 안전한 물인지 대장균 수치 등 결과를 알고 싶습니다.","환경"
"재래시장 하수도에 고인 물이 안 빠지고 썩어가면서 모기와 날파리 떼의 온상이 되고 있으니 방역 및 청소 요청합니다.","환경"
"층간흡연 문제로 화장실 환풍기를 통해 담배 연기가 계속 올라오는데, 공동주택 내 실내 흡연 규제 방안이 없나요?","환경"
"주택가 인근 밭에서 비료로 쓰는 분뇨 냄새가 바람을 타고 날아와서 동네 전체에 똥냄새가 가득합니다.","환경"
"공원 연못에 쓰레기가 둥둥 떠다니고 물이 썩어 녹조가 심각한데 수질 개선 및 정화 작업은 언제 진행하나요?","환경"
"오토바이 머플러 개조 차량이 뿜어내는 매연과 굉음 때문에 길을 걷다 귀를 막고 콜록거린 적이 한두 번이 아닙니다.","환경"
"등산로 벤치 주변에 누군가 막걸리병과 족발 뼈다귀를 버리고 가서 악취가 나고 야생동물이 꼬일까 무섭습니다.","환경"
"새벽마다 재개발 구역 철거 현장에서 쇠파이프 떨어지는 굉음이 나서 온 가족이 깜짝 놀라 깹니다. 야간 작업 막아주세요.","환경"
"도로변 가로수가 죽어서 앙상한 가지만 남은 채 방치되어 미관상 너무 안 좋은데 베어내거나 새로 심어주세요.","환경"
"상가 건물 에어컨 실외기가 인도 쪽으로 바로 뜨거운 바람을 내뿜어서 여름철 보행자들에게 불쾌감을 줍니다.","환경"
"주민센터 앞 재활용 정거장 운영 시간이 끝났는데도 사람들이 몰래 쓰레기를 던져두고 가서 엉망진창입니다.","환경"
"캠핑장 주변 하천에서 몰래 텐트 치고 야영하면서 설거지한 세제물을 하천에 그대로 무단 방류하고 있습니다.","환경"
"대로변 육교에 불법 대부업체 현수막이 줄지어 걸려 있어서 도시 미관을 해치고 있으니 즉각 철거해 주십시오.","환경"
"비산먼지 발생 사업장이라고 신고된 공사장인데 세륜 시설도 제대로 안 거치고 트럭들이 흙 묻은 채로 도로에 나옵니다.","환경"
"주말 아침 8시부터 아파트 단지 내에서 확성기를 켜놓고 알뜰장터를 열어서 늦잠을 잘 수가 없으니 소음 관리 좀 해주세요.","환경"
"하수처리장 근처를 지날 때마다 정화되지 않은 시궁창 냄새가 진동을 하는데 탈취 시설이 고장 난 건 아닌지 점검 바랍니다.","환경"
"골목길 담벼락에 사람들이 상습적으로 노상 방뇨를 해서 찌린내가 심각하니 경고문 부착 및 순찰 강화 요청합니다.","환경"
"이사 가는 집에서 대형 유리창을 그냥 인도에 깨트려서 버렸는데 파편이 사방에 튀어 너무 위험하고 지저분합니다.","환경"
"건물 신축 공사장에서 나오는 지하수를 도로로 무단 방출해서 물이 고이고 진흙탕이 되어 통행이 어렵습니다.","환경"
"어두운 골목길에 가로등 하나가 일주일째 깜빡거리고 있어서 밤에 지나갈 때마다 스산하고 무섭습니다. 빠른 수리 요망.","안전"
"아파트 단지 앞 공원에 으슥한 사각지대가 있는데 야간에 청소년들이 모여 담배를 피우니 CCTV를 추가 설치해 주세요.","안전"
"인도에 설치된 전봇대 아래 전선 피복이 다 벗겨진 채로 빗물 고인 곳에 노출되어 있어 감전 사고가 날까 두렵습니다.","안전"
"육교 계단 철제 난간이 심하게 녹슬고 흔들거려서 노약자들이 짚고 올라가다가 자칫 추락할 위험이 있습니다.","안전"
"산책로 주변 비탈면에 토사가 흘러내려 방수포로 대충 덮어놨는데 큰비가 오면 산사태로 이어질까 조마조마합니다.","안전"
"자전거 도로와 인도 사이에 경계 턱이 전혀 없어서 자전거가 보행자 쪽으로 넘어오는 등 충돌 사고 위험이 높습니다.","안전"
"놀이터 그네 줄이 끊어질 듯 낡아 있어서 아이들이 타다가 다칠 것 같은데 안전 점검은 도대체 언제 한 건가요?","안전"
"동네 진입로 커브 길에 반사경이 설치되어 있었는데 누가 부수고 갔는지 파손된 채 방치되어 사고 위험이 큽니다.","안전"
"겨울철 눈이 오면 상습적으로 결빙되는 언덕길인데 제설함에 모래와 염화칼슘이 텅텅 비어있어 보충이 시급합니다.","안전"
"건설 현장 타워크레인이 강풍에 심하게 흔들리면서 인근 주택가 지붕 위를 훑고 지나가서 주민들이 공포에 떨고 있습니다.","안전"
"밀폐된 지하 상가 화장실에서 가스 냄새 같은 게 나는데 환풍기도 작동 안 하고 질식 사고가 날까 봐 불안합니다.","안전"
"오래된 상가 건물 외벽 타일이 며칠 전부터 조금씩 떨어져 인도 위로 쏟아지는데 통제선 하나 없이 방치 중입니다.","안전"
"하천 범람을 막기 위해 설치된 펌프장 배수문이 녹슬어 꽉 닫혀 있는데 이번 장마철 침수 대비가 된 건지 의심스럽습니다.","안전"
"산업단지 내 화학 공장에서 유해 화학물질 누출 사고 시 인근 주민들이 대피할 수 있는 매뉴얼이나 안내방송 시스템이 있나요?","안전"
"지게차가 오가는 물류창고 주변 이면도로에 안전 펜스가 없어서 주민들이 대형 화물차와 뒤섞여 걷고 있습니다.","안전"
"상시 근로자 5명 미만인 영세 사업장도 중대재해처벌법 적용 대상에 포함되는 건지, 관련 안전 조치 의무가 궁금합니다.","안전"
"공사장 주변 가설 울타리가 태풍에 기울어져 당장이라도 무너질 것 같은데 구청에서 안전 진단 및 보수 명령을 내려주세요.","안전"
"야간에 공사 구간을 알리는 점멸등이나 안전 고깔이 턱없이 부족해서 차들이 갑자기 튀어나온 공사 장비를 피하느라 급제동합니다.","안전"
"주택가 전신주에 통신선과 전력선이 거미줄처럼 뒤엉켜 축 늘어져 있는데 화재나 누전 사고로 이어질 것 같아 조치가 필요해요.","안전"
"지하철역 에스컬레이터 손잡이 고무벨트가 자꾸 헛돌아서 승객들이 중심을 잃고 도미노처럼 넘어질 뻔한 적이 있습니다.","안전"
"재래시장 아케이드 천장에 설치된 소화기 압력 게이지가 다 떨어져 있고 소방 도로엔 물건이 쌓여 있어 화재 시 대형 참사가 우려됩니다.","안전"
"어린이 보호구역 펜스가 차량 충돌로 구부러져서 뾰족한 철사가 튀어나와 있는데 아이들이 찔릴까 봐 걱정입니다.","안전"
"맨홀 뚜껑 주변 아스팔트가 움푹 파여서 지나가는 사람들이 자주 발목을 삐끗하는데 튼튼하게 평탄화 작업을 해주세요.","안전"
"고압선이 지나가는 송전탑 주변에 안전 펜스 문이 열려 있어서 동네 아이들이 숨바꼭질하며 들어가 놀고 있어 너무 위험합니다.","안전"
"강가 산책로 쪽에 인명 구조용 튜브와 로프 보관함이 부서져서 안에 내용물이 텅 비어 있으니 신속히 채워 넣길 바랍니다.","안전"
"동네 수영장 수질 정화용 화학 약품 냄새가 너무 독해서 눈이 따가울 지경인데 유해 물질 농도 안전 점검을 요청합니다.","안전"
"오토바이 수리점에서 용접 작업을 하면서 인도 쪽으로 불꽃이 마구 튀는데 보행자 화상 방지 가림막 설치를 강제할 수 없나요?","안전"
"오래된 육교 밑을 지날 때마다 시멘트 가루가 뚝뚝 떨어져 내리는데 붕괴 전조증상은 아닌지 정밀 안전 진단을 촉구합니다.","안전"
"등산로에 설치된 목재 계단 일부가 썩어서 주저앉아 야간 산행 시 실족 사고 위험이 매우 크니 보수해 주십시오.","안전"
"상가 건물 비상구 계단에 폐지와 박스가 천장까지 쌓여 있어서 불이 나면 대피할 길이 아예 없습니다. 소방 점검 나와주세요.","안전"
"사고 잦은 급커브 내리막길인데 미끄럼 방지 포장이 다 벗겨져서 비만 오면 차들이 미끄러져 인도로 돌진할까 무섭습니다.","안전"
"공장 지붕 위 슬레이트가 발암물질인 석면이라는데 강풍에 부서져 동네로 날아오지 않을까 노심초사하고 있습니다.","안전"
"아파트 단지 내 어린이 놀이터 바닥 고무 매트가 들떠서 아이들이 뛰어놀다 발이 걸려 넘어져 얼굴을 다쳤습니다.","안전"
"지하 주차장 환기구가 보도블록 위에 설치되어 있는데 덮개 그물망이 뜯어져 있어서 아이들 발이 빠질 수 있습니다.","안전"
"보행자 전용 도로에 뜬금없이 거대한 바위 조경석이 굴러떨어져 있는데 며칠째 안전 표지판 하나 없이 방치 중이네요.","안전"
"산업안전보건법상 사업주가 근로자에게 의무적으로 지급해야 하는 안전보호구의 품목과 기준이 무엇인지 확인 부탁드립니다.","안전"
"가스 배관이 주택 외벽에 그대로 노출되어 있는데 지나가던 트럭이 부딪히면 폭발 사고가 날까 봐 볼 때마다 철렁합니다.","안전"
"마을 뒷산 송전탑 근처에서 누군가 불법으로 쓰레기를 태우고 있는데 자칫하면 대형 산불로 번질 수 있으니 단속 바랍니다.","안전"
"지하보도 천장에서 물이 뚝뚝 떨어지면서 바닥에 이끼가 껴 미끄러운데 감전이나 낙상 사고 예방 조치를 취해주셔야 합니다.","안전"
"야간에 횡단보도를 밝혀주는 집중 조명 시설이 고장 났는지 비 오는 밤이면 검은 옷 입은 보행자가 전혀 보이지 않습니다.","안전"
"신축 공사장 가림막이 인도 쪽으로 너무 튀어나와 있어서 사람들이 찻길로 내려가서 걷는 위험천만한 상황이 연출됩니다.","안전"
"하천 둔치 주차장에 홍수 경보 안내 방송 스피커가 망가져 소리가 안 들리는데 기습 폭우 시 차를 어떻게 빼라는 건가요?","안전"
"고물상에 높이 쌓아둔 고철 더미가 담장 너머 도로 쪽으로 기울어지고 있어 무너지면 보행자가 크게 다칠 것 같습니다.","안전"
"외국인 근로자가 많은 소규모 제조업체인데 안전 보건 교육 자료를 다국어로 지원받을 수 있는 공공 기관이 어디인지 묻고 싶습니다.","안전"
"주택가 골목 끝에 깎아지른 듯한 옹벽이 있는데 금이 쩍쩍 가 있어서 장마철 붕괴 위험이 심각해 보입니다. 안전 진단 요청이요.","안전"
"킥보드 헬멧 미착용 단속을 안 하니 교복 입은 학생들이 헬멧도 없이 두세 명씩 겹쳐 타고 차도를 질주해서 보기만 해도 섬뜩합니다.","안전"
"인도에 버려진 소파에 누군가 담배꽁초를 버리고 가서 불이 붙을 뻔했는데 화재 예방 차원에서 대형 폐기물 좀 빨리 치워주세요.","안전"
"겨울철 고드름이 상가 건물 처마 밑에 날카롭게 매달려 있는데 뾰족한 얼음이 보행자 머리 위로 떨어질까 봐 아찔합니다.","안전"
"공원 인공폭포 주변 목재 데크가 물에 젖어 이끼가 끼면서 썰매장처럼 미끄러운데 미끄럼 방지 테이프라도 붙여주세요.","안전"
"동네에 빈집이 여러 채 방치되어 있는데 노숙자들이 몰래 들어가 불을 피우고 지내서 화재 및 우범지대화 우려가 큽니다.","안전"
"저기요 이거 민원 남기면 어느 부서에서 답변해 주시는 건지 모르겠는데 일단 담당자 배정 좀 빨리해주세요.","기타"
"구청 홈페이지에서 지방세 납부 증명서를 출력하려는데 보안 프로그램 설치만 무한 반복되고 창이 안 넘어갑니다.","기타"
"이번 달부터 부모급여 지원 금액이 인상된다고 뉴스에서 봤는데 저희 아이도 소급 적용을 받을 수 있는지 알고 싶습니다.","기타"
"재산세 부과 기준일이 6월 1일이라는데 그 전에 집을 팔면 저는 재산세를 아예 안 내도 되는 건지 세무 상담 부탁드려요.","기타"
"동주민센터에서 하는 탁구 교실 정원이 다 찼던데 대기 명단에 올려두면 결원 발생 시 연락을 주시나요?","기타"
"청년 전세보증금 반환보증 보증료 지원 사업 신청 기간이 언제까지인지, 그리고 오프라인 접수도 받는지 궁금합니다.","기타"
"시립 도서관 열람실 좌석 예약 시스템 앱이 아이폰에서는 자꾸 튕겨서 로그인이 안 되니 전산 오류 점검 바랍니다.","기타"
"온라인으로 여권 재발급을 신청했는데 발급 완료 알림톡이 오면 주말에도 구청 무인 교부기에서 찾을 수 있습니까?","기타"
"코로나 피해 소상공인 방역지원금을 지난번에 못 받았는데 이의 신청을 지금이라도 다시 할 수 있는 창구가 있나요?","기타"
"반려견 동물등록증 카드를 잃어버렸는데 재발급받으려면 구청 경제환경과로 가야 하는지, 지정 동물병원으로 가야 하나요?","기타"
"이번 가을 지역 문화 축제에 푸드트럭 입점 공고가 언제쯤 시청 홈페이지에 올라오는지 대략적인 일정을 알려주세요.","기타"
"주민등록등본을 무인 발급기에서 뽑았는데 제 이름 한자가 잘못 표기되어 나옵니다. 정정하려면 어떤 서류가 필요하죠?","기타"
"지역화폐 충전 한도가 이번 달부터 갑자기 줄어들었다고 하던데 공지사항에도 없고 무슨 이유인지 설명 좀 해주십시오.","기타"
"보건소에서 산전 검사를 무료로 해준다고 하던데 임신 몇 주 차부터 받을 수 있고 남편도 같이 검사 가능한지 문의합니다.","기타"
"월세 계약을 하고 확정일자를 인터넷 등기소에서 받았는데 전입신고는 정부24에서 따로 진행해야 하는 게 맞습니까?","기타"
"저소득층 에너지 바우처 지원 대상에 선정되었다고 우편이 왔는데 이걸로 도시가스 요금 차감 신청을 어떻게 하는 건가요?","기타"
"구립 미술관에서 하는 주말 어린이 도슨트 프로그램 참여 신청은 현장 접수만 받나요 아니면 홈페이지 사전 예약인가요?","기타"
"자동차세 연납 고지서를 카카오톡 페이백 알림으로 받았는데 이거 스미싱 아니고 진짜 구청에서 보낸 전자고지서 맞나요?","기타"
"장애인 복지카드 재발급 신청을 했는데 우편 수령 말고 동주민센터에서 직접 수령으로 변경하고 싶습니다.","기타"
"윗집에서 자꾸 저희 집 와이파이 비밀번호를 알려달라고 괴롭히는데 이런 것도 행정 민원으로 이웃 분쟁 중재가 되나요?","기타"
"동네 구립 체육센터 수영장 새벽반 강사님이 갑자기 바뀌었는데 사전에 공지도 안 해주시고 환불 규정은 어떻게 됩니까?","기타"
"예비군 훈련 통지서가 본가로 날아갔다는데 저는 지금 기숙사 생활 중이거든요. 전국 단위 훈련 신청은 어디서 하나요?","기타"
"맹견 소유자 법정 의무 교육을 기한 내에 수료하지 못했는데 혹시 유예 기간이나 보충 교육 일정이 잡혀 있는지 문의합니다.","기타"
"구청 앞 공공용지에 텐트를 치고 장기 농성을 하는 단체가 있는데 법적으로 강제 철거는 불가능한 건지 행정 절차를 묻고 싶습니다.","기타"
"국공립 어린이집 신규 개원 소식이 있던데 원아 모집 공고는 아이사랑 포털에 올라오는 건지 구청 게시판을 봐야 하는지요?","기타"
"저희 미용실을 모범 이·미용 업소로 신청하려는데 평가 지표나 신청 자격 제한이 있는지 담당 부서 안내 부탁드립니다.","기타"
"기초연금 수령액이 이번 달에 갑자기 십만 원이나 깎여서 들어왔는데 소득 인정액이 재산정된 건지 상세 내역을 알고 싶습니다.","기타"
"시청에서 운영하는 대학생 행정 체험 연수생 선발 과정에서 예비 합격자 순위는 개별적으로 통보해 주는 건지 궁금하네요.","기타"
"개명 허가 판결을 법원에서 받았는데 신분증 재발급과 인감도장 변경 신고를 하루에 다 끝내려면 순서를 어떻게 해야 합니까?","기타"
"동네 편의점 앞에서 매일 밤 술 마시고 싸우는 고등학생들 좀 선도해 주셨으면 하는데 경찰서 말고 구청 청소년과 소관인가요?","기타"
"행복주택 청약 가점 항목 중에 해당 자치구 연속 거주 기간 산정이 있는데 중간에 한 달 타 지역으로 전출했던 건 리셋되나요?","기타"
"1365 포털에서 자원봉사 확인서를 출력하려는데 작년 활동 내역이 몽땅 날아갔습니다. 시스템 복구 좀 빨리해주세요.","기타"
"건강보험료 환급금이 발생했다고 국민건강보험공단 이름으로 카톡이 왔는데 제가 낸 세금이랑 관련된 건지 구청에서 확인 가능할까요?","기타"
"마을버스 정류장 명칭을 동네 이름에 맞게 변경해 달라는 건의는 구청 교통행정과에 해야 하나요 대중교통과에 해야 하나요?","기타"
"다자녀 우대 카드 혜택 책자를 새로 발간했다고 들었는데 동주민센터에 가면 실물 책자를 무료로 받아볼 수 있는지 문의합니다.","기타"
"시민회관 대강당에서 우리 동네 합창단 정기 공연을 열려고 하는데 대관료 할인 대상에 일반 시민 동호회도 포함됩니까?","기타"
"법인 폐업 신고를 세무서에서 마쳤는데 구청에 따로 영업 허가증 반납이나 폐업 신고를 중복으로 해야 하는지 헷갈립니다.","기타"
"옆집에서 고양이를 열 마리 넘게 키우면서 냄새와 소음이 심각한데 애니멀 호더 관련해서 동물 보호 부서의 조사가 필요합니다.","기타"
"지역사랑상품권 부정 유통(깡)을 하는 가게를 발견했는데 신고 포상금 제도가 있는지, 신고는 익명으로 가능한지 알고 싶습니다.","기타"
"시에서 주관하는 청년 창업 지원금 사업 서류 심사에 탈락했는데 심사 위원들의 채점표나 탈락 사유를 피드백받을 수 있을까요?","기타"
"외국인 배우자가 귀화 시험에 합격해서 한국 국적을 취득했는데 가족관계등록부에 올리기 위한 구청 신고 절차를 알려주세요.","기타"
"통반장 선거에 출마하고 싶은데 피선거권 자격 요건 중에 해당 통에 최소 몇 년 이상 거주해야 한다는 규정이 있습니까?","기타"
"백신 이상 반응 인과성 심사 결과 통지서를 분실했는데 보건소에 직접 안 가고 온라인으로 재발급받을 수 있는 루트를 알려주세요.","기타"
"공장 등록 증명서를 발급받고 싶은데 기업지원과로 가야 하는지 민원여권과로 가야 하는지 안내데스크에 전화해도 안 받네요.","기타"
"주민참여예산 위원회 위원 모집 공고를 봤는데 평일 낮에 회의가 열리면 직장인은 참석이 어려운데 주말 회의는 없는 건가요?","기타"
"전기차 충전 방해 행위 과태료 부과 통지서를 받았는데 저는 단 5분만 주차했습니다. 이의 신청 기간과 방법을 명확히 안내 바랍니다.","기타"
"보육료 결제용 국민행복카드를 분실해서 재발급받는 중인데 그동안 어린이집 보육료는 구청에 어떻게 증빙하고 결제해야 합니까?","기타"
"지자체에서 운영하는 장난감 도서관 연회비를 계좌이체로 납부했는데 며칠째 홈페이지에 정회원 승인이 안 나고 있습니다.","기타"
"긴급 재난 지원금 미수령자 명단에 제가 포함되어 있다고 동주민센터에서 연락을 받았는데 수령 기한이 지난 건 아닌지 확인해 주세요.","기타"
"민원 답변 달아주신 거 읽어봤는데 법령 조문만 복사해서 붙여넣기 하시고 제가 물어본 구체적인 질문에는 답변이 아예 없네요.","기타"
"유명 프랜차이즈 드라이브스루 매장에 들어가려는 차들이 1차선을 꽉 막고 있어서 출퇴근길마다 지옥입니다.","교통"
"전기차 충전 구역에 일반 내연기관 차가 버젓이 주차되어 있는데 앱으로 신고해도 처리가 늦네요.","교통"
"아파트 공동현관문 바로 앞에 공유 전동 킥보드를 세워둬서 유모차가 나갈 수가 없습니다. 지정 주차 구역을 만들어주세요.","교통"
"버스 기사님이 정류장에 사람이 있는데도 안 태우고 그냥 쌩 지나가 버렸습니다. 난폭운전에 무정차 통과 신고합니다.","교통"
"횡단보도 파란불 시간이 너무 짧아서 어르신들은 중간쯤 건너면 이미 빨간불로 바뀝니다. 보행 시간 좀 늘려주세요.","교통"
"회전교차로에서 진출할 때 방향지시등을 안 켜는 차들이 너무 많아 사고가 잦으니 단속 카메라를 설치해 주셨으면 합니다.","교통"
"도로에 세워둔 시선유도봉이 다 밟히고 꺾여서 제 기능을 못 하고 흉물스럽게 방치되어 있습니다.","교통"
"어린이 통학버스가 정차해서 점멸등을 켜고 있는데도 뒤차들이 무리하게 추월을 시도해서 아이들이 위험합니다.","교통"
"자전거 전용 도로에 킥보드랑 오토바이가 하도 쌩쌩 달려서 정작 자전거 타는 사람들은 불안해서 못 다니겠어요.","교통"
"무료 개방된 공영 주차장에 인근 카센터가 수리 대기 중인 차들을 장기 방치해 두고 개인 주차장처럼 씁니다.","교통"
"신호등 없는 교차로에 밤만 되면 불법 주차 차량들 때문에 좌우 시야가 꽉 막혀서 차를 대가리부터 밀어 넣어야 합니다.","교통"
"마을버스 노선이 이번에 개편되었는데, 배차 간격이 40분으로 늘어나서 주민들 불편이 이만저만이 아닙니다.","교통"
"지하철 공사 구간 복공판이 덜컹거려서 차가 지나갈 때마다 타이어 터지는 소리가 나고 진동이 심합니다.","교통"
"도로 포장 공사 후 차선 도색을 안 해놔서 비 오는 날 저녁에는 차선이 아예 안 보여 감으로 운전해야 합니다.","교통"
"노인 보호구역 표지판이 가로수에 완전히 가려져 있어서 운전자들이 감속을 전혀 안 합니다.","교통"
"택시 기사님들이 교차로 꼬리물기 단속 카메라를 피하려고 횡단보도 위에 정차하는 꼼수를 부리네요.","교통"
